,Unnamed: 0,sentiment,review,emopattern,emoscore,pnp,npn,pnpn,npnp,ppp,nnn,Total_pnp_patterns
2559939,2559939,1,"When I first listened to Miller's music, I felt as if I had discovered a great new artist out of Austin, Texas. Having lived in Austin, I am a fan of Jimmy Lafave, Steve Earle, Lyle Lovette and now Mark Miller, from Los Angeles. His lyrics, paired with his incredible voice, epitomize emotion, integrity and intensity. The entire CD is great, but my personal favorite is ""Find My Way"" or maybe it's ""Someday"" or maybe it's ""Far From Perfect"". Looking forward to his next work of art and hopefully to see him play out soon here in Los Angeles, or anywhere really. Great music.",spppppp,0.9676656126976013,0,0,0,0,2,0,0
3242612,3242612,1,The tempos and sensuality of Brazilian music meshed with the artistry and joyous soul of Yo Yo Ma: a recipe for pleasure. I first listened to this on my car CD player and found myself wanting to pull over and get out and dance. The depth of Ma's cello adds just the right counterpoint to the rhythms and buoyancy of the samba and bossa nova. Enjoy!,spppp,0.9138152003288269,0,0,0,0,1,0,0
626803,626803,1,"This camera has features I never even knew existed! It's awesome. Every picture comes out perfectly clear...you can take a picture of a car flying by and it'll look like it was parked in a parking space, you can take a picture of a ceiling fan on high and it'll look like the fan was turned off......It's Great!!",spppp,0.689428985118866,0,0,0,0,1,0,0
2449030,2449030,1,I read this book for the first time when I was 12 years old and I just can't stop rereading it. I think it's a great teen novel and am glad to finally have found it and added it to my book collection. I would recommend this book to anyone who likes a good teen drama.,sppp,0.9725092649459839,0,0,0,0,1,0,0
2377719,2377719,1,not only is clay a adorable and gorgeous but he has a voice that lights up the sky. when i first heard his voice i got more than i expected. he proved his talent is never ending. i'm waiting impatiently for his album.,spppp,0.5350616574287415,0,0,0,0,1,0,0
2888908,2888908,1,"My friends and I were taking a road trip down to florida and needed an Fm transmitter that was compatible with all our various audio devices. This item was the perfect answer. I've used a number of fm transmitters before and this was by far the best quality wise (The I-trip is a pice of garbage btw) and i love the fact that it connects directly to the headphone jack. I-river makes quality, practical, and somewhat sexy looking products. This product was easy to use and made my trip that much better. It's worth the extra money for the quality and durability of this product.",suppppp,0.8799229264259338,0,0,0,0,1,0,0
1668157,1668157,1,"This is an amazing piece of literature, he touches on a very serious problem facing many family's in not only the United States but all over the world. The book is not for the faint of heart, it is very rough read at times but you realize that it is truly an inspirational true story of the human spirit. I would definitely recommend "" A private family matter"" to anyone who has ever dealt with any kind of abuse, as a survivor I want to thank Mr. Rivers for sharing his story.",sppp,0.8724890351295471,0,0,0,0,1,0,0
617228,617228,1,"I have come to love long novels... Ken Follet's are my favorite, but I was interested in the premise of The Stand so I thought I'd take a look. I have not been a Stephen King reader (aside from Misery some 20 years ago). It is so very easy to see why King is such a successful author... his characters are compelling and his writing is impeccable. While I think many-- myself included -- shy away because they aren't ""horror"" people... this is a novel I would recommend to my mother. So very tender in places, while filled with action in others. True, there is a great deal of detail in this 1300+ page book, but it's well worth the journey and will leave you thinking ""what if"" questions during and afterward.",spupppp,0.8736452460289001,0,0,0,0,1,0,0
1858031,1858031,1,"Unlike many of the other reviewers, I've not read Kushner's previous works, and had not even heard of them until I read this.This book was a wonderfully enjoyable read, and the story was fun and moved quickly. The characters were interesting, and while I never developed a strong dislike for any of the characters (and really only liked a very few), their interactions were fascinating and kept me reading.Compared to many of the books I read, this story was like candy: an easy read that didn't demand much of me, but engaged be effectively by being different from all the other books I've read over the last several years. This was quite a refresher after the moderate-to-heavy fare I've been reading these last few months.Well written, Ms. Kushner!",sppp,0.94049471616745,0,0,0,0,1,0,0
3223897,3223897,1,"My husband and I love to cook, but sometimes (okay, often) during the week, we don't want to make a big fuss and want to get dinner on the table quickly so our family can eat together. This book has some really amazing recipes (like the ginger, lime, & cilantro pasta) that are quick, delicious, and relatively healthy. We use the book as an old standby, with plenty of great recipes we've cooked from several times, and we also use it for inspiration, for there are always more recipes to try. The recipes use ingredients we often have at home on hand, and they usually take about 40 minutes (not 30 as advertised) to prepare. A wonderful book!",spppup,0.9642736315727234,0,0,0,0,1,0,0
2979773,2979773,1,"Matt Zarley has a great voice and it's worth buying the CD for that. Some of the music has that ""Star Search"" quality, but the CD is worth the price just for Matt. Looking forward to the next CD.",sppp,0.9799356460571289,0,0,0,0,1,0,0
2614017,2614017,1,"The Hallowed Grounds film, superbly done by PBS, is a wonderful walk through the cemetaries on foriegn soil of those who gave the last full measure to our country while serving in the uniform of our nation. It is respectfully and tastefully produced and sends chills down the spine when one sees the enormity of the monuments and the markers that represent the best and the bravest our society had to offer. This DVD should be in every American home!",sppp,0.512973427772522,0,0,0,0,1,0,0
1708393,1708393,1,I think the dvd went over well...I bought it for a friend from France who thinks Borge is a hoot and a half. It was his first comedic encounter in English. No complaints so far. Shipped really quick. Good product.,spuppp,0.9454861283302307,0,0,0,0,1,0,0
2227567,2227567,1,"I bought this book in London and could not put it down. It was fascinating to read about Keaton's early years in show business and how he grew to be one of America's most admired actors. Mr. Mcpherson's book is hilarious, engrossing and full of surprises. He brings to life Buster Keaton's story. If you are a movie aficionado as I am, you will love this book.",sppppp,0.9703613519668579,0,0,0,0,1,0,0
3289040,3289040,1,"I really like stories with animals and kids in them. The heroine's cat and the kid she helps out are really neat. I had a little trouble with the hero being very cold in the beginning, but the letters he wrote to his dead wife in their courtship were great. I could see why the heroine fell in love with him after reading them. This was one of my favorite books this year.",sppppp,0.985895574092865,0,0,0,0,1,0,0
3326168,3326168,1,This is a great game. Much more fun than expected. I highly recommend it!,sppp,0.9774565100669861,0,0,0,0,1,0,0
3412469,3412469,1,This is one of the best thrash metal albulms ever Megadeth is one of the best bands ever. They are my 3rd favorite out of the big four but I strongly like every band in the big four. Any way if you like classical Thrash Metal than you will love this it is remastered but that dosen't make it any less good. That is What it is called ReMastered Thank you for reading this review and hope you found it helpful.,spppp,0.9106950759887695,0,0,0,0,1,0,0
104047,104047,1,Saw this so long ago as a kid on TV. Glad I understand the story now. The commentary points out a balanced background of the film-making process. Arrived on time and in great condition.,suppp,0.9472041130065918,0,0,0,0,1,0,0
1326640,1326640,1,"This book gives you a lot of exercise ideas that are meant to help you develop better skills in martial arts. It's broken down into separate chapters for power, speed, perception, coordination, balance, agility, flexibility,endurance, accuracy, timing, mental strength, nutrition, and even provides a chapter containing sample workout plans using the exercise in the book.I liked the variations and benefit explanations provided with most of the exercises. I have built up quite a collection of martial art books since I started taking classes last fall and this is by far one of the best if you're looking to improve your skills outside of the dojang. I recommend even for those not taking a martial art because it provides good instruction on fitness in general.",spppp,0.8603378534317017,0,0,0,0,1,0,0
1613140,1613140,1,Great value for the money. Works very well. Nice for the office and very slimline. Takes up very little space.,spppu,0.0,0,0,0,0,1,0,0
1230824,1230824,1,I have found over 100 sites I had no idea ever existed. The humor combined with the depth of shopping indexed info makes this book a must have for me. I bought 9 books for my friends. The epicurian section is to die for and the baby section is goo goo gaga. 5 stars is an understatement AAAAAAAAA+,supppp,0.9712343215942383,0,0,0,0,1,0,0
155420,155420,1,"I never heard any material of Freda's after Invictus so this cd (with the exception of Band of Gold) is new to me. Love it! No matter what this woman does she does it well, with style and class. My favorites - Look What I Found, Run for Your Life and Keep it Coming (to me this song has a bit of a country tinge to it! ) A great cd by a great performer. I had the pleasure of seeing Freda with Melba Moore live in Atlantic City in January and what a show it was!",suppppp,0.9703134298324585,0,0,0,0,1,0,0
2562971,2562971,1,"Without a doubt this album is one of the finest ever. Stephen's technique is flawless, his virtuosity is dazzling, his tempos are amazing, and his musical artistry is superb. This album is a true masterpiece.",sppp,0.9656210541725159,0,0,0,0,1,0,0
1322040,1322040,1,Got this to fill in some stress places on my deck. It has been too cold and rainy to use it as yet. But it is Bondo so I'm sure it will work as well as the other Bondo I plan to use the wood hardener to stop the wood rot and use this to fill in the rough areas. A coat of paint then I should be good to go right lol. Well the idea sounds solid. Will update if it doesn't work and upgrade if it is fantastic,sunpppu,0.0,0,0,0,0,1,0,0
1248349,1248349,1,"This is a nice listen from Christina's new awesome album titled Stripped!! Dirrty is a great single it is naughy and raunchy but catchy and good to dance too..good club song!It is a popular song also doing okay here in the US but has had mega success in Europe,Australia,and AsiaGo Christina! And make sure to pick up her even better full album Stripped!",sppp,0.9433252811431885,0,0,0,0,1,0,0
3037944,3037944,1,I gave these to my grandma for her birthday for her garden. The package came and I checked to see if they came alive all of them were alive and there were so many. We put them in her garden and we check on them every week and they are still there.They came on time alive and still doing well. Highly recommend worms. And they have us lots of information about worms.,sppppu,0.0,0,0,0,0,1,0,0
1393326,1393326,-1,"THEY SENT ME CARDIO PARTY ONE NOT THREE AS STATED I AM BEYOND LIVID! I had waited and waited to get this and it's the one I have done 1000 times! I have this already on dvd! I was looking forward to something new! I AM SEVERELY DISAPPOINTED that I got the same one I already own and am bored with, have to return this and pay $6, and wait a month for it to be credited back on my card! THEN I HAVE TO BUY ANOTHER ONE FROM SOMEONE ELSE! THEN I HAVE TO WAIT AGAIN FOR IT TO COME IN THE MAIL SO I AM ABLE TO DO THIS WORKOUT! PAY ATTENTION!",sppppnnpu,0.0,0,0,0,0,1,0,0
2768704,2768704,-1,"First, let me say that I LOVE my Olympus Digital camera (460 D Zoom) and I love my Viking IntelliFlash USB Flash Memory Reader, both of which I bought... They are fantastic products, and for a beginner in the digital photography world, they are simple, yet offer speed and quality you will want to have as you get more and more involved in your hobby. I have bought a 32mb SanDisk Smart Media card, and I love that too. I decided to invest in the 64mb card because I started taking pictures at the higher quality selection on my camera. What I can't figure out is why my camera cannot select the higher quality mode when this memory card is in it. I am REALLY disappointed. Sure, I can take almost 1000 low quality photos with this card; I know that's amazing. But, I specifically bought this card for high quality (actually medium quality since it's only a 1.3 megapixel camera). I just don't understand why this wasn't stipulated in the product description.",sppppnnppn,-0.7966300249099731,0,0,0,0,1,0,0
141853,141853,1,"The Lady was sent from Southern to Northern China. She was to learn the Chinese language (what was it? Cantonese? Maderin? :S ) by Master Chen because she was to be an interpreter for her father. When the enemy (Dog Heads) striked, they murdered nearly everyone there, but Princess Red Bird saved a few people and some scrolls. She reads the scroll of Master Meng which talks about peace. The princess wasn't sure whether ""peace"" existed or not for she lived in a dangerous and dark time. The Hsien learns about a traitor, but they don't know who it is. The young aristocrat thinks of a way to stop the Dog Heads and unmask the traitor...The diary of the Lady of Ch'iao Kuo was yet another great piece to the Royal Diaries! I was excited to know about an Asian princess coming out because I thought they would all be European or something. Anyway, this book was a masterpiece and I had tons of fun reading it!",suuuuununnppp,0.9899556636810303,0,0,0,0,1,0,0
1046785,1046785,1,"I got both the 200-gram king sheet set in pure white, and the 190-gram set in chamois. Both sets are great, but so far I cannot tell any difference between the two other than the higher price on the 200-gram. The sheets were amazingly soft and comfortable right out of the packaging. The fitted sheet was slightly large on my king mattress, but would be perfect on a thicker one.The sheets truly feel luxurious, are very warm and are especially perfect for colder weather. I have never used flannel sheets before, and am very pleasantly surprised! The only problem you'll have is getting up in the morning!",suppppu,0.0,0,0,0,0,1,0,0
34304,34304,1,"I feel no need to write a long drawn out review here. Pure and simple this is one of Enya's best albums. I have been a dedicated fan since Watermark came out many many years ago and this CD is just incredible, the best I think since Watermark. You must buy this!",snppp,0.8397579193115234,0,0,0,0,1,0,0
1355933,1355933,1,"There are two songs in here that I still rank among my McKennitt favorites, and I have all her CDs. These songs demonstrate how Loreena is unafraid of new territory, to try something a little different. In both cases here, she comes across superbly with unforgettable numbers.The most different, of course, is ""Dickens' Dublin"" in which she alternates singing about a homeless person while a young Irish girl narrates her unique look at the birth of Christ. This might be the most interesting ""Christmas song"" I've come across.Then there is ""Ancient Pines,"" perhaps the greatest example ever of McKennit's clear and haunting voice. There are no words, just her voice. It is one of the ""prettiest"" songs I've ever heard. Who needs vocals when you can sing like this?These two songs alone, along with Celtic favorites like ""Annachie Gordon,"" make this a CD to treasure.",sppppupp,0.9332248568534851,0,0,0,0,1,0,0
2101987,2101987,1,"In Rodale Organic Gardening Solutions, Cheryl Long collaborated with the editors of ""Organic Gardening"" magazine to offer the gardener easy, proven, practical organic, non-toxic solutions for sixty common gardening problems. Readers will learn how to get the most from their vegetable crops, produce beautiful flower gardens, learn to nurture tree and vine fruits, discover how to grow their own seasonings, master the nuts and bolts of saving and starting seeds, improve composting and soil management, keep pests under control, control weeds organically, and simplify lawn and landscape care. Superbly organized and thoroughly ""user friendly"", Rodale Organic Gardening Solutions is a ""must"" for the novice gardener, and has much of significant value to offer even the more experienced horticulturalist.",sppp,0.9713287949562073,0,0,0,0,1,0,0
2743936,2743936,1,"I absolutely love this product. First of all, the sound and product quality are spectacular for the size and price. Second, I can tote it between my bedroom and bathroom without a hassle, which is a huge plus for me. My only issue is the remote. Maybe it's just mine, or maybe I'm an idiot, but I pretty much have to hold the remote 6 inches from the unit to make it work, in which case using a remote is kind of ridiculous. If the remote had more range, I would be 100% satisfied with this system, and I'm so glad I got it.",spppnnp,0.9725498557090759,0,0,0,0,1,0,0
2804015,2804015,1,"This book is the greatest Boeing 747 book I have read so far; I have my own copy and I never tire of looking through it and admiring the great photos and detailed captions telling the whole story of the particular aircraft pictured, including its name, tail number, previous owners, etc. I also love the text; it is a great history of all the series of 747s: -100, -200, cargo, SP, -300, and -400. Some of my favorite photos are of a TWA 747-100, the Pan Am 747s, the SPs, and the Aer Lingus 747-100. The only things that are missing that I'd like to see are ""classic"" 747s (Delta, American, Braniff, National, etc) and interior shots. Otherwise, an A-1 747 book for Jumbo fans like me!Francis Smith (smitfj01@holmes.ipfw.edu) Garrett, Indiana USA",spppup,0.6595126390457153,0,0,0,0,1,0,0
129650,129650,-1,"These kiddies are awful. The first time I ever heard them was on the radio with Wanna or whatever it was called, and I could not believe that anyone could come up with lyrics and music so .... perfect and total in its ability to suck really really heavily. Well let me tell you something right now, girls and boys, this album sucks even more. It sucks so much, actually, I have heard that in one record shop which kept quite a lot of stock of this album, the windows caved in with the colossal suction. 'Nuff said. PS. I would appreciate any comments. Cheers! Ben xxx",snnnnuuppp,0.6277542114257812,0,0,0,0,1,1,0
1455611,1455611,1,"I wanted to be the first to review these 2cd compilation just to big up Greensleeves records and to tell everyone how wicked this set is. 40 wicked tunes, all in the top 10 on the charts during their time, no fillers on this album. Big Up Greensleeves for providing this 1979-1982 set of when dancehall was in its purest form. Hit's like 'Shine Eye Gal', 'Firehouse Rock', 'Another One Bits the Dust', 'Gunman', 'Look How Me Sexy', 'Spar Wit Me' and that's just the first cd! If you're a fan of 80's dancehall or lover's rock don't hesitate to pick this one up. And it's only the price of a regular cd! Respect to Greensleeves!",snppuppp,0.840136706829071,0,0,0,0,1,0,0
1239766,1239766,1,I got this film for my boyfriend for his birthday. He went on and on about how great it was and after seeing it for myself I must agree. It is a terrific gift for the weird clown/I.C.P/Carnivale/Freakshow loving people in your life. Or for anyone who wants to see people spun in COTTON CANDY COCOONS!!!,spppup,0.689428985118866,0,0,0,0,1,0,0
990445,990445,1,"Cathy Jean Is A Breath Of Fresness In The World Of Blues.... This album has creativity, an excellent singer and terrific musicians... I have listened to this album several times with a friend of mine who is also a music lover and we both fell unconditionally for Cathy and this CD!!!I Want",spppp,0.8020147681236267,0,0,0,0,1,0,0
1550431,1550431,1,"I bought my Cullman Magic 2 tripod several years ago and have taken it around the world with me. It packs well and is extremely versatile. I love the ball head and ability to use it as a tripod or monopod. Since it is light, it might not be completely stable if you have a heavy camera or lens, but you can hang ballast (such as a camera bag) to the top to give it more weight and stability.My only problem, which is why I give it only 4 stars, is that a year ago one of the joints became stuck and, after freeing it, I found that the bushing (or plastiuc washer or whatever) had become torn, which makes that one leg a little less stable. It still works, but I am more careful.Given the many years of service it has given me, this is a great and innovative product.",spppup,0.958052396774292,0,0,0,0,1,0,0
1654552,1654552,1,"I am impressed with this product. It removed every bit of hair from my legs, and my skin is soft, soft, soft! I definately recommend this product.",sppp,0.9797564148902893,0,0,0,0,1,0,0
644235,644235,1,If you haven't seen any Wallace and Gromit shows this is the DVD to get. Of the three movies The Wrong Trousers is the best closely followed by A Close Shave. Gromit is just the most adorable stop-action character out there. What I like about these movies are: the content is very toddler appropriate and they are short. If it is late and the kids want to watch a movie I always give them an option of watching one short one. At 20-30 minutes these fit the bill.,sppppuu,0.0,0,0,0,0,1,0,0
2050573,2050573,1,This DVD is excellent. I love all the moves and simple steps. Easy to do and easy to reduce weight. Very very simple,spppp,0.49760302901268005,0,0,0,0,1,0,0
1388298,1388298,1,"If you are a beginning fly tier, then this is YOUR book. I have read a couple of other fly tying books but this one is like taking lessons. If you follow the progression from front to back, it will take you step by step from beginner to advanced fly tyer. This book also helps the relatively advanced tyer by suggesting solutions to common tying problems as well as ""tricks"" that help simplify the processes. I was really impressed with this book. It also has a reference section as well as a small article on entimology.",suupppu,0.0,0,0,0,0,1,0,0
2569145,2569145,1,"I read this book starting out as an assignment, but ended up adding it to the list of my favorites. The amount of levels Gibbons writes on is amazing; she can make you laugh and cry in one sentence. The book is made even better, in my opinion, by the fact that it is written from Ellen's point of view; this creates a certain innocent charm that adds to the emotional depth. She also makes light on topics such as racial equality and poor vs. rich. Overall, I would avidly recommend this book to anybody who loves a deeply moving read.",spppup,0.9865254163742065,0,0,0,0,1,0,0
1038684,1038684,1,"I had heard a couple Athenaeum songs, but wasn't too sure. I went out and bought Radiance and it's an AWESOME CD. I've listened to it through a couple times and already know I love this CD.It has a lot of stand out tracks; and they all don't sound the same. The lead singer has a unique but good singing voice and the guitar is awesome in the tracks.If you need futher more convincing, try to listen to FLAT TIRE, RADIANCE, UNNOTICED. A group who should be taken seriously. The world needs to see this awesome band who hails from Greensboro...",supppup,0.9736923575401306,0,0,0,0,1,0,0
755179,755179,1,"I always liked this movie a lot. Recently, this movie came on TV and I had not seen it in a long time. I was blown away by it. I liked it even more than the last time I saw it. This is an excellent movie. It's a female ""Butch Cassidy and the Sundance Kid"" (1969). I see some similarities like vivid characterizations, chemistry between stars, poignant tragicomedy, drama, and action. I highly recommend this movie! My rating: A",spupppuupp,0.5408076047897339,0,0,0,0,1,0,0
415008,415008,1,"Whenever people mention art or art history, I think back to my Humanities classes at Michigan State. Gombrich's ""The Story of Art"" was a delighful text. Thorough, yet written in a way that was understandable to someone with very little exposure to art and all the nuances. ""The Story of Art"" makes the ""Study"" of art enjoyable. I have often regretted re-selling my text back to the book store since it would have made a wonderful reference. How delighted I am to find this book to still be available!!!",sunppppp,0.689428985118866,0,0,0,0,1,0,0
1335272,1335272,1,"Calling all nerds and nerdettes- if you didn't get enough of the great series ""Firefly"" then you need to see this film. The blue ray is breathtaking. The story is fun and well written. The effects are cool. The ship is a masterpiece.",sppppp,0.9571170210838318,0,0,0,0,1,0,0
2904338,2904338,1,"Our little 2 (almost 3) year old LOVES this! She is fascinated with the stars and even at her age, she is now able to find Orion's Belt in the 'galaxy' on her bedroom ceiling - it has encouraged her to look at the stars at night when she is outside too. Nothing but positives - easy for her to use - and it shuts off automatically after 45 minutes - so she goes to sleep with the stars, but we don't have it running all night. I would highly recommend this product.",spppp,0.9792574048042297,0,0,0,0,1,0,0
1745726,1745726,1,Great compilation of the Crabb Family's greatest songs. Great variety. Great message. I personally like live concert albums and I really enjoyed this one. I like the Crabb Family and this is the first album that I have purchased of theirs.,sppppp,0.9279987215995789,0,0,0,0,1,0,0
1982396,1982396,1,"There's five songs on this CD and all of them is five-stars quality! You will NOT regret buying it even so as a christmas present so someone you care about or would like to have a better relationship with ;)If you bought here first CD last year you might have a second thought about this one - don't - this is what it's all about! Beautiful voice, great mixing and.. what the first CD should have been!",sppp,0.975381076335907,0,0,0,0,1,0,0
3285173,3285173,1,"I am just beginning to try Probiotics for management of IBS and am encouraged as it seems to be helping so far and somewhat. This particular product was recommended as a good one, and I thought the value here was good. If it continues to help me, I will order again...",sppp,0.7855147123336792,0,0,0,0,1,0,0
514254,514254,1,I am probably Willie's #1 fan (of course there are others who feel this way). I absolutely loved this and definitely recommend it for anyone. All Willie fans will want a copy of this!,sppp,0.7747334837913513,0,0,0,0,1,0,0
2978972,2978972,1,"Mr. Regan presents an easy read in novel form (ala ""The Goal"" by Elyahu Goldratt) giving the reader a sound introduction to the Toyota Production System (aka Lean Manufacturing). Anyone reading this book can gain a sound understanding of what steps to take, and why to take them, as you begin on the Lean journey. You'll close the back cover with an understanding of many ""Lean Concepts"" as well as a very sound introduction to the how and why's of preparing for and conducting a Kaizen event. The chapter summaries are very beneficial in helping you capture the nuggets of knowledge that you can easily overlook as you become engrossed in the story. Don't let this book be your only source of knowledge on TPS, but be sure to include it in your reading.",sppppu,0.0,0,0,0,0,1,0,0
3047434,3047434,1,"My grandchildren love books, and this one is so much fun for them. I got it for my 2-year-old grandson, and his big brother (4 yrs) really enjoys it, too. They love the rhymes, and the title fits the little one perfectly.",sppp,0.982379138469696,0,0,0,0,1,0,0
3237842,3237842,1,"This is a very fun and cool Lightsaber. It looks very realistic and even sounds real. The Lightsaber is very fun for anyone and i would totally recommend it, although even if it is a Lightsaber it is more of a collectable than an actual toy but can still be used for dueling. Sense it is a collectable it is slightly fragile and can scratch easily. But as long as you don't hit the Lightsabers to hard against anything they should be okay.",spppuu,0.0,0,0,0,0,1,0,0
3020266,3020266,1,"While not recommended for first Haskell book, I recommended this book to people who are new to FP and want to get general idea about FP concepts, and are not afraid of mathematical rigor.To me, it seems to cover all basic contents of FP and has both theoretical background (eg. lambda calculus) and shows how the theory maps into Haskell.However, to be able to actually create something useful with the language, I'd recommend to accompany this book with O'Reilly'sReal World Haskell, which is much more practical and is focused more to Haskell itself. That said, RWH lacks the more deep theory behind FP, but together these two books make a powerful resource for future professional FP programmers.",sppp,0.6919041872024536,0,0,0,0,1,0,0
1178186,1178186,1,"I opened the package as soon as it arrived, which was just a couple of days after I placed my order. I ordered the recommended chain along with it and I couldn't be happier with my purchase! It is so pretty and looks even nicer than the picture online! I look forward to ordering more items from Silver Insanity!",suppp,0.9759575724601746,0,0,0,0,1,0,0
3238933,3238933,1,"This is the one to buy if you want to start your own ALEX FOX collection. From the very first moment a friend loaned me this CD saying that this Argentinian musician, Alex Fox, (whom I had never heard of)was just wonderful-----I have played it non-stop on the computer in my office.Whenever anyone walks by my desk, they ask who and what this fabulous music is all about.This CD ranges from ""joyous,"" and ""energizing"" all the way to ""sentimental"". My own favorites are: ""Baila Bailaora"" which is a combination of intricate guitar and Spanish singing;""La Galleguita"" is melodious and uplifting----all instrumental; ""To the Gypsies"", the album title is a sentimental blend of head-bobbing Latin rhythms and almost dance quality energy; ""To Paco De Lucia"" has a flamenco quality to it's sound.I have now listened to two other Alex Fox CD's,""Cest La Vie"", and ""Fly Away"" but I seem to prefer the wide range he displays on ""To the Gypsies"" as I usually want to get up and dance when I play it in my office.",sppp,0.9316366314888,0,0,0,0,1,0,0
79515,79515,1,"This book provides an excellent overview of real estate investing from the point of view of a small investor. It explains the basics quickly and clearly. The authors do a superb job of treating a wide variety of issues (ranging from tax optimization strategies, to meausuring returns on investment through various metrics, to choosing appropriate appliances) with enough depth to explain what is important without boring readers with too much minutia. If I have any criticism, it is that the authors do not spend any time at all on the financial and/or emotional dangers of becoming over-leveraged.",spppn,-0.700624942779541,0,0,0,0,1,0,0
